z,n,symbol,radius,unc_r,half_life,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
87,136,Fr,5.6951,0.0178,22,7,m,1320,4.2,B-,99.994,,A,0.006,,,,,7683.6655,0.0087,223019734.2,2.073,18382.329,1.931,N,1939,1-May-01,E. BROWNE,10/18/2023
87,137,Fr,5.7061,0.0178,3.33,10,m,199.8,6,B-,100,,,,,,,,7670.368,0.0499,224023348.1,12,21748.614,11.178,N,1969,8-Mar-22,Balraj Singh and  Sukhjeet Singh,10/18/2023
87,138,Fr,5.7112,0.0178,3.95,14,m,237,8.4,B-,100,,,,,,,,7662.9412,0.0532,225025572.5,12.847,23820.602,11.967,N,1969,1-Dec-08,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,10/18/2023
87,139,Fr,5.719,0.0178,49,1,s,49,1,B-,100,,,,,,,,7648.3768,0.0276,226029544.5,6.688,27520.539,6.23,N,1969,1-Feb-96,Y. A. AKOVALI,10/18/2023
87,140,Fr,5.7335,0.0179,2.47,3,m,148.2,1.8,B-,100,,,,,,,,7640.7162,0.026,227031865.4,6.332,29682.445,5.898,N,1972,15-Jan-16,ICTP-2014 Workshop Group,10/18/2023
87,141,Fr,5.7399,0.0179,38,1,s,38,1,B-,100,,,,,,,,7626.3689,0.0295,228035839.4,7.226,33384.221,6.732,N,1972,31-Dec-12,KHALIFEH ABUSALEEM,10/18/2023
87,142,Fr,,,50.2,20,s,50.2,2,B-,100,,,,,,,,7618.338,0.0218,229038291.4,5.368,35668.253,5.001,N,1975,1-Jun-08,E. BROWNE and  J. K. TULI,10/18/2023
87,143,Fr,,,19.1,5,s,19.1,0.5,B-,100,,,,,,,,7603.7052,0.0284,230042390.8,7.022,39486.769,6.541,N,1987,1-May-12,E. BROWNE and  J. K. TULI,10/18/2023
87,144,Fr,,,17.6,6,s,17.6,0.6,B-,100,,,,,,,,7594.5009,0.0335,231045175.4,8.3,42080.575,7.731,N,1985,31-Aug-22,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,10/18/2023
87,145,Fr,,,5.5,6,s,5.5,0.6,B-,100,,,,,,,,7579.3481,0.0602,232049461.2,15,46072.834,13.972,N,1990,1-Nov-04,E. BROWNE,10/18/2023
87,146,Fr,,,0.9,1,s,0.9,0.1,B-,100,,B-N,,,,,,7569.2398,0.084,233052517.8,21,48920.052,19.561,N,2010,8-Oct-20,B. Singh and  J. K. Tuli and  E. Browne,10/18/2023
88,113,Ra,,,8,36,ms,0.008,0.022,A,100,,,,,,,,7669.4108,0.101,201012814.7,21.794,11936.817,20.301,N,2005,20-Sep-22,F.G. KONDEV,10/18/2023
88,114,Ra,,,16,23,ms,0.016,0.0185,A,100,,,,,,,,7685.5684,0.0743,202009742.3,16.122,9074.9,15.018,N,2005,1-May-07,S. ZHU and F.G. KONDEV,10/18/2023
88,115,Ra,,,31,8,ms,0.031,0.013,A,100,,,,,,,,7689.8015,0.0477,203009233.9,10.4,8601.331,9.688,N,1996,4-Jul-21,F.G. KONDEV,10/18/2023
88,116,Ra,,,57,6,ms,0.057,0.008,A,100,,,,,,,,7704.1238,0.0437,204006506.9,9.58,6061.097,8.924,N,1995,1-Oct-09,C.J. CHIARA and F.G. KONDEV,10/18/2023
88,117,Ra,,,210,20,ms,0.21,0.05,A,100,,,,,,,,7707.1698,0.1111,205006230.7,24.446,5803.853,22.772,N,1987,20-Apr-20,F.G. KONDEV,10/18/2023
88,118,Ra,,,0.24,2,s,0.24,0.02,A,100,,,,,,,,7719.8028,0.0874,206003827.8,19.332,3565.613,18.008,N,1967,31-Jan-08,F.G. KONDEV,10/18/2023
88,119,Ra,,,1.35,9,s,1.35,0.175,A,86,,EC+B+,14,,,,,7721.7503,0.2816,207003772.4,62.572,3513.988,58.286,N,1967,1-Aug-10,F.G. KONDEV and  S. LALKOVSKI,10/18/2023
88,120,Ra,5.585,0.0183,1.3,2,s,1.3,0.2,A,95,,EC+B+,5,,,,,7732.0177,0.0434,208001855,9.686,1727.934,9.023,N,1967,1-Jun-07,M. J. MARTIN,10/18/2023
88,121,Ra,5.5853,0.0182,4.8,2,s,4.8,0.2,A,100,,,,,,,,7733.0177,0.0275,209001994.9,6.169,1858.24,5.747,N,1967,30-Sep-13,J. CHEN {+#} AND F.G. KONDEV,10/18/2023
88,122,Ra,5.5917,0.018,3.7,2,s,3.7,0.2,A,96,,EC+B+,4,,,,,7741.3687,0.0438,210000475.4,9.868,442.839,9.193,N,1967,31-Mar-14,M. SHAMSUZZOHA BASUNIA,10/18/2023
88,123,Ra,5.5929,0.0179,13,2,s,13,2,A,93,,EC+B+,7,,,,,7741.0887,0.0235,211000893,5.331,831.87,4.966,N,1967,28-Feb-13,D. ABRIOLA and  P. DEMETRIOU and  M. HASSANVAND and  M. HUSSAIN,10/18/2023
88,124,Ra,5.5991,0.0177,13,2,s,13,0.2,A,85,,EC+B+,15,,,,,7747.5078,0.0484,211999786.6,11.007,-198.763,10.254,N,1967,1-Aug-20,K. Auranen and E.A. McCutchan,10/18/2023
88,125,Ra,5.602,0.0177,2.73,5,m,163.8,3,A,86,2,EC+B+,14,2,,,,7746.4726,0.0461,213000371,10.54,345.557,9.818,N,1955,1-Jan-22,M. S. Basunia,10/18/2023
88,126,Ra,5.6079,0.0177,2.438,20,s,2.438,0.02,A,99.941,0.004,EC,0.059,0.004,,,,7749.1719,0.0245,214000099.6,5.636,92.74,5.25,N,1967,1-May-21,Shaofei Zhu and E. A. McCutchan,10/18/2023
88,127,Ra,,,1.66,2,ms,0.00166,0.00002,A,100,,,,,,,,7739.3249,0.0335,215002718.2,7.73,2531.995,7.201,N,1967,23-Sep-13,S. Kumar and  B. Singh and  K. Rojeeta Devi and  A. Rohilla,10/18/2023
88,128,Ra,,,182,10,ns,0.000000182,0.00000001,A,100,,EC,0.00000001,,,,,7737.3458,0.0371,216003533.5,8.592,3291.466,8.004,N,1972,1-Mar-07,S. -C. WU,10/18/2023
88,129,Ra,,,1.6,2,us,0.0000016,0.0000002,A,100,,,,,,,,7726.9122,0.0325,217006322.7,7.564,5889.536,7.047,N,1970,1-Dec-17,E.A. MCCUTCHAN and  S.K. RATHI and  S. GARG,10/18/2023
88,130,Ra,,,25.91,14,us,0.00002591,0.00000014,A,100,,,,,,,,7725.0241,0.045,218007134.3,10.528,6645.556,9.807,N,1970,30-Oct-19,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,10/18/2023
88,131,Ra,,,9,2,ms,0.009,0.002,A,100,,,,,,,,7714.056,0.0311,219010084.7,7.315,9393.853,6.814,N,1952,19-May-21,Balraj Singh et al. and ,10/18/2023
88,132,Ra,5.6683,0.0215,18,2,ms,0.018,0.002,A,100,,,,,,,,7711.6879,0.0345,220011027.5,8.153,10272.091,7.595,N,1949,31-Oct-10,E. BROWNE and  J. K. TULI,10/18/2023
88,133,Ra,5.6795,0.0228,28,2,s,28,2,A,100,,,,,,,,7701.1352,0.021,221013917.3,4.97,12963.877,4.63,N,1949,15-Jan-07,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,10/18/2023
88,134,Ra,5.6874,0.0239,38,5,s,38,0.5,A,100,,14C,0.00000003,0.00000001,,,,7696.6931,0.0201,222015373.4,4.781,14320.205,4.454,N,1948,31-Mar-11,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,10/18/2023
88,135,Ra,5.6973,0.0253,11.43,5,d,987552,4320,A,100,,14C,0.000000089,0.000000004,14C,0.000000077,,7685.3101,0.0094,223018500.6,2.243,17233.245,2.09,N,1905,1-May-01,E. BROWNE,10/18/2023
88,136,Ra,5.7046,0.0263,3.6316,23,d,313770.24,198.72,A,100,,14C,0.000000004,0.000000001,,,,7679.9236,0.0081,224020210.4,1.944,18825.832,1.811,N,1902,8-Mar-22,Balraj Singh and  Sukhjeet Singh,10/18/2023
88,137,Ra,5.715,0.0279,14.9,2,d,1287360,17280,B-,100,,A,0.026,,,,,7667.5866,0.0115,225023610.5,2.786,21993.044,2.596,N,1947,1-Dec-08,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,10/18/2023
88,138,Ra,5.7211,0.0288,1600,7,Y,50491081559,220898481.8,A,100,,14C,3.2E-09,1.6E-09,,,,7661.9636,0.0085,226025408.2,2.068,23667.576,1.927,N,1898,1-Feb-96,Y. A. AKOVALI,10/18/2023
88,139,Ra,5.7283,0.03,42.2,5,m,2532,30,B-,100,,,,,,,,7648.3048,0.0086,227029176.2,2.089,27177.464,1.946,N,1953,15-Jan-16,ICTP-2014 Workshop Group,10/18/2023
88,140,Ra,5.737,0.0315,5.75,3,Y,181452324.4,946707.7792,B-,100,,,,,,,,7642.4289,0.0088,228031068.6,2.141,28940.194,1.995,N,1907,31-Dec-12,KHALIFEH ABUSALEEM,10/18/2023
88,141,Ra,5.7455,0.0329,4,2,m,240,12,B-,100,,A,100,,,,,7628.4862,0.0674,229034956.7,16.576,32561.963,15.441,N,1975,1-Jun-08,E. BROWNE and  J. K. TULI,10/18/2023
88,142,Ra,5.7551,0.0346,93,2,m,5580,120,B-,100,,,,,,,,7621.9144,0.0448,230037054.8,11.053,34516.306,10.296,N,1978,1-May-12,E. BROWNE and  J. K. TULI,10/18/2023
88,143,Ra,,,103.9,14,s,103.9,1.4,B-,100,,,,,,,,7607.8418,0.0492,231041027.1,12.206,38216.488,11.37,N,1983,31-Aug-22,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,10/18/2023
88,144,Ra,5.7714,0.0375,4.2,8,m,252,48,B-,100,,,,,,,,7600.0099,0.0394,232043475.3,9.823,40496.955,9.151,N,1983,1-Nov-04,E. BROWNE,10/18/2023
88,145,Ra,,,30,5,s,30,5,B-,100,,,,,,,,7585.5644,0.0369,233047594.6,9.235,44334.062,8.603,N,1990,8-Oct-20,B. Singh and  J. K. Tuli and  E. Browne,10/18/2023
88,146,Ra,,,30,10,s,30,10,B-,100,,,,,,,,7576.5439,0.0358,234050382.1,9,46930.629,8.383,N,1990,1-Jun-06,E. BROWNE and  J. K. TULI,10/18/2023
89,116,Ac,,,20,88,ms,0.02,0.053,A,100,,,,,,,,7662.8519,0.2894,205015144.2,63.682,14106.689,59.32,N,2014,20-Apr-20,F.G. KONDEV,10/18/2023
89,117,Ac,,,22,4,ms,0.022,0.007,A,100,,,,,,,,7667.8538,0.316,206014476.5,69.874,13484.754,65.088,N,1998,31-Jan-08,F.G. KONDEV,10/18/2023
89,118,Ac,,,27,5,ms,0.027,0.0085,A,100,,,,,,,,7681.1001,0.2717,207011966,60.384,11146.228,56.248,N,1994,1-Aug-10,F.G. KONDEV and  S. LALKOVSKI,10/18/2023
89,119,Ac,,,95,8,ms,0.095,0.02,A,99,,EC,1,,,,,7684.8289,0.31,208011552.3,69.225,10760.854,64.483,N,1994,1-Jun-07,M. J. MARTIN,10/18/2023
89,120,Ac,,,0.087,3,s,0.087,0.0105,A,100,,,,,,,,7695.8455,0.2672,209009495.4,59.953,8844.887,55.846,N,1968,30-Sep-13,J. CHEN {+#} AND F.G. KONDEV,10/18/2023
89,121,Ac,,,0.35,5,s,0.35,0.05,A,100,,EC+B+,,,,,,7698.0182,0.2962,210009408.6,66.782,8764.079,62.208,N,1968,31-Mar-14,M. SHAMSUZZOHA BASUNIA,10/18/2023
89,122,Ac,,,0.21,3,s,0.21,0.03,A,100,,EC+B+,0.2,,,,,7707.468,0.2548,211007668.8,57.706,7143.485,53.753,N,1968,28-Feb-13,D. ABRIOLA and  P. DEMETRIOU and  M. HASSANVAND and  M. HUSSAIN,10/18/2023
89,123,Ac,,,880,35,ms,0.88,0.035,A,95,,EC+B+,5,,,,,7708.4479,0.1032,212007836.4,23.492,7299.6,21.883,N,1968,1-Aug-20,K. Auranen and E.A. McCutchan,10/18/2023
89,124,Ac,,,738,16,ms,0.738,0.016,A,100,,,,,,,,7715.5908,0.0548,213006592.7,12.522,6141.029,11.665,N,1968,1-Jan-22,M. S. Basunia,10/18/2023
89,125,Ac,,,8.2,2,s,8.2,0.2,A,89,3,EC,11,3,,,,7715.8874,0.0633,214006906.4,14.547,6433.272,13.551,N,1968,1-May-21,Shaofei Zhu and E. A. McCutchan,10/18/2023
89,126,Ac,,,0.17,1,s,0.17,0.01,A,99.91,0.02,EC+B+,0.09,0.02,,,,7719.4137,0.0577,215006474.1,13.318,6030.55,12.406,N,1968,23-Sep-13,A.K. Jain and  S. Singh and  B. Singh and  N. Kaur and  S. Lakshmai and  B. Maheshwari,10/18/2023
89,127,Ac,,,440,16,us,0.00044,0.000016,A,100,,,,,,,,7711.2319,0.0427,216008749.1,9.908,8149.736,9.23,N,1967,1-Mar-07,S. -C. WU,10/18/2023
89,128,Ac,,,69,4,ns,0.000000069,0.000000004,A,100,,EC+B+,2,,,,,7710.3448,0.0517,217009342.3,12.048,8702.321,11.223,N,1972,1-Dec-17,B. SINGH and  A. CHAKRABORTY and  S. BHATTACHARYA,10/18/2023
89,129,Ac,,,1.03,5,us,0.00000103,0.00000005,A,100,,,,,,,,7702.145,0.2643,218011648.9,61.853,10850.845,57.616,N,1970,30-Oct-19,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,10/18/2023
89,130,Ac,,,11.8,15,us,0.0000118,0.0000015,A,100,,,,,,,,7700.5489,0.2351,219012420.4,55.263,11569.553,51.477,N,1970,19-May-21,Balraj Singh et al. and ,10/18/2023
89,131,Ac,,,26.4,2,ms,0.0264,0.0002,A,100,,EC,0.0005,,,,,7692.3515,0.0279,220014754.5,6.579,13743.755,6.129,N,1970,31-Oct-10,E. BROWNE and  J. K. TULI,10/18/2023
89,132,Ac,,,52,2,ms,0.052,0.002,A,100,,,,,,,,7690.5039,0.2575,221015599.7,61.086,14531.048,56.901,N,1968,15-Jan-07,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,10/18/2023
89,133,Ac,,,5,5,s,5,0.5,A,99,1,EC+B+,1,1,,,,7682.8015,0.0212,222017844.2,5.044,16621.797,4.699,N,1949,31-Mar-11,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,10/18/2023
89,134,Ac,,,2.1,5,m,126,3,A,99,,EC,1,,,,,7679.1479,0.0312,223019136,7.457,17825.055,6.947,N,1948,1-May-01,E. BROWNE,10/18/2023
89,135,Ac,,,2.78,16,h,10008,576,EC,90.9,,A,9.1,,,,,7670.1438,0.0183,224021722.2,4.389,20234.148,4.089,N,1948,8-Mar-22,Balraj Singh and  Sukhjeet Singh,10/18/2023
89,136,Ac,,,9.92,3,d,857088,259.2,A,100,,14C,5.3E-10,1.3E-10,,,,7665.6906,0.0211,225023228.6,5.107,21637.305,4.758,N,1947,25-Oct-19,BALRAJ SINGH,10/18/2023
89,137,Ac,,,29.37,12,h,105732,432,B-,83,3,EC,17,3,A,0.006,0.002,7655.6628,0.0137,226026097,3.327,24309.201,3.1,N,1950,1-Feb-96,Y. A. AKOVALI,10/18/2023
89,138,Ac,,,21.772,3,Y,687057392.3,94670.77792,B-,98.62,0.0036,A,1.38,0.0036,,,,7650.7084,0.0085,227027750.6,2.068,25849.515,1.926,N,1851,15-Jan-16,ICTP-2014 Workshop Group,10/18/2023
89,139,Ac,,,6.15,2,h,22140,72,B-,100,,,,,,,,7639.1973,0.0092,228031019.7,2.247,28894.654,2.093,N,1908,31-Dec-12,KHALIFEH ABUSALEEM,10/18/2023
89,140,Ac,,,62.7,5,m,3762,30,B-,100,,,,,,,,7633.2446,0.0529,229032947,13,30689.936,12.109,N,1952,1-Jun-08,E. BROWNE and  J. K. TULI,10/18/2023
89,141,Ac,,,122,3,s,122,3,B-,100,,B-SF,0.0000012,0.0000004,,,,7621.4604,0.0689,230036327,17,33838.386,15.835,N,1973,1-May-12,E. BROWNE and  J. K. TULI,10/18/2023
